state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,child_0_5_share,child_5_17_share,total_demo_updates,total_bio_updates,updates_per_1000,voluntary_share,mandatory_share,voluntary_dominance_ratio,age_transition_stress,child_exclusion_risk,migration_pressure,service_centralization,exclusion_risk_index,fraud_risk_proxy,net_correction_benefit,policy_recommendation
Odisha,Kandhamal,2603,438,8,3049,0.853722532,0.143653657,31772,59713,30004.91965,0.34728811,0.65271189,0.532069531,0.168202765,5046.910447,10417.04918,9.837678572,0.444859813,0.641121495,-0.196261682,Stricter Enforcement
Odisha,Kendrapara,3161,753,48,3962,0.797829379,0.190055528,39680,78148,29739.52549,0.336759202,0.663240798,0.50774802,0.238140417,7082.183016,10012.6167,7.504296112,0.58317757,0.671962617,-0.088785047,Stricter Enforcement
Odisha,Kendujhar,4330,1032,15,5377,0.805281756,0.191928585,54065,101944,29014.13428,0.346548298,0.653451702,0.530334985,0.238282152,6913.550352,10052.99368,5.394967325,0.569158879,0.645794393,-0.076635514,Stricter Enforcement
Odisha,Khorda,3496,654,165,4315,0.810196987,0.151564311,37593,94318,30570.33604,0.284985445,0.715014555,0.398572928,0.187017444,5717.186093,8710.148285,7.083025032,0.488785047,0.812149533,-0.323364486,Stricter Enforcement
Odisha,Khordha,385,98,13,496,0.776209677,0.197580645,4608,8995,27425.40323,0.338723905,0.661276095,0.512227657,0.25388601,6962.926208,9271.629779,55.18189784,0.573831776,0.663551402,-0.089719626,Stricter Enforcement
Odisha,Koraput,3172,1165,46,4383,0.723705225,0.265799681,41430,103982,33176.36322,0.284912628,0.715087372,0.398430513,0.367160416,12181.04732,9450.273723,7.5676011,0.771028037,0.814018692,-0.042990654,Stricter Enforcement
Odisha,Malkangiri,2333,486,4,2823,0.826425788,0.172157279,20854,48015,24395.67836,0.302802381,0.697197619,0.434313562,0.208226221,5079.819915,7384.560907,8.638696302,0.447663551,0.76728972,-0.319626168,Stricter Enforcement
Odisha,Mayurbhanj,6227,1860,35,8122,0.766683083,0.229007634,71471,156918,28119.79808,0.312934016,0.687065984,0.455464284,0.298651252,8398.012914,8798.596578,3.461750348,0.656074766,0.741121495,-0.085046729,Stricter Enforcement
Odisha,NUAPADA,34,4,0,38,0.894736842,0.105263158,303,261,14842.10526,0.536283186,0.463716814,1.15648855,0.114285714,1696.240602,7769.230769,380.5668016,0.153271028,0.23364486,-0.080373832,Stricter Enforcement
Odisha,Nabarangapur,4174,1990,65,6229,0.670091507,0.319473431,41822,90575,21254.93659,0.315880905,0.684119095,0.461733793,0.476646707,10131.09552,6713.001605,3.411707317,0.718691589,0.735514019,-0.01682243,Stricter Enforcement
Odisha,Nabarangpur,327,103,12,442,0.739819005,0.233031674,0,0,0,0,1,0,0.31402439,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Odisha,Nayagarh,2080,271,11,2362,0.880609653,0.114733277,22895,60835,35448.77223,0.273435167,0.726564833,0.376339667,0.130225853,4616.346599,9688.954719,15.00159637,0.401869159,0.840186916,-0.438317757,Stricter Enforcement
Odisha,Nuapada,1666,413,2,2081,0.800576646,0.198462278,17890,46656,31016.81884,0.277162378,0.722837622,0.383436569,0.24775045,7684.430822,8592.699328,14.89760751,0.611214953,0.828971963,-0.217757009,Stricter Enforcement
Odisha,Puri,2959,548,4,3511,0.842779835,0.156080889,30837,71481,29142.12475,0.301380975,0.698619025,0.431395316,0.185135135,5395.231204,8780.46697,8.297871512,0.471028037,0.770093458,-0.299065421,Stricter Enforcement
Odisha,Rayagada,2370,672,3,3045,0.778325123,0.220689655,31473,58871,29669.62233,0.348364602,0.651635398,0.534600489,0.283424715,8409.104263,10332.5673,9.740519479,0.657009346,0.639252336,0.017757009,Proactive Correction
Odisha,Sambalpur,2234,317,1,2552,0.87539185,0.124216301,30078,52190,32236.67712,0.365605514,0.634394486,0.57630626,0.141834452,4572.27143,11781.43361,12.62697889,0.4,0.604672897,-0.204672897,Stricter Enforcement
Odisha,Sonapur,1266,221,1,1488,0.850806452,0.148521505,13163,26255,26490.5914,0.333925264,0.666074736,0.501333029,0.174427782,4620.695106,8840.161182,17.79086058,0.404672897,0.681308411,-0.276635514,Stricter Enforcement
Odisha,Subarnapur,339,60,0,399,0.84962406,0.15037594,4309,6475,27027.56892,0.399536393,0.600463607,0.665379864,0.176470588,4769.570986,10772.5,67.56892231,0.419626168,0.526168224,-0.106542056,Stricter Enforcement
Odisha,Sundargarh,486,105,0,591,0.822335025,0.177664975,7024,15031,37318.10491,0.318462096,0.681537904,0.467269824,0.215605749,8045.997978,11864.86486,63.03733937,0.628971963,0.729906542,-0.100934579,Stricter Enforcement
Odisha,Sundergarh,3341,640,19,4000,0.83525,0.16,42675,94258,34233.25,0.311646487,0.688353513,0.452741913,0.191502095,6555.739078,10666.08348,8.556173457,0.539252336,0.745794393,-0.206542056,Stricter Enforcement
Odisha,jajpur,14,4,0,18,0.777777778,0.222222222,154,212,20333.33333,0.419618529,0.580381471,0.723004695,0.266666667,5422.222222,8105.263158,1070.175439,0.472897196,0.473831776,-0.000934579,Stricter Enforcement
Orissa,Anugul,42,9,0,51,0.823529412,0.176470588,210,206,8156.862745,0.503597122,0.496402878,1.014492754,0.209302326,1707.250342,4038.461538,156.8627451,0.155140187,0.281308411,-0.126168224,Stricter Enforcement
Orissa,Balangir,328,108,0,436,0.752293578,0.247706422,4790,12073,38676.6055,0.284037002,0.715962998,0.396720225,0.328267477,12696.27172,10961.0984,88.50481809,0.785046729,0.814953271,-0.029906542,Stricter Enforcement
Orissa,Baleshwar,337,47,0,384,0.877604167,0.122395833,2004,3772,15041.66667,0.346892851,0.653107149,0.531142327,0.139053254,2091.592702,5205.194805,39.06926407,0.180373832,0.643925234,-0.463551402,Stricter Enforcement
Orissa,Baleswar,2,1,0,3,0.666666667,0.333333333,6,11,5666.666667,0.333333333,0.666666667,0.5,0.333333333,1888.888889,1500,1416.666667,0.160747664,0.68411215,-0.523364486,Stricter Enforcement
Orissa,Bargarh,82,7,0,89,0.921348315,0.078651685,766,1015,20011.23596,0.429854097,0.570145903,0.753937008,0.084337349,1687.694599,8511.111111,222.3470662,0.151401869,0.454205607,-0.302803738,Stricter Enforcement
Orissa,Baudh,4,0,0,4,1,0,4,5,2250,0.4,0.6,0.666666667,0,0,800,450,0.038785047,0.523831776,-0.485046729,Stricter Enforcement
Orissa,Bhadrak,332,39,0,371,0.894878706,0.105121294,2607,5605,22134.77089,0.317423597,0.682576403,0.46503746,0.117117117,2592.360555,7008.064516,59.50207228,0.226168224,0.731775701,-0.505607477,Stricter Enforcement
Orissa,Cuttack,265,57,0,322,0.822981366,0.177018634,2035,6307,25906.8323,0.243917056,0.756082944,0.322606214,0.214285714,5551.464064,6300.309598,80.20691114,0.479439252,0.891588785,-0.412149533,Stricter Enforcement
Orissa,Debagarh,7,0,0,7,1,0,7,5,1714.285714,0.538461538,0.461538462,1.166666667,0,0,875,214.2857143,0.038785047,0.229439252,-0.190654206,Stricter Enforcement
Orissa,Dhenkanal,108,18,0,126,0.857142857,0.142857143,680,1572,17873.01587,0.301819796,0.698180204,0.432294978,0.165137615,2951.507208,5354.330709,140.7324084,0.269158879,0.769158879,-0.5,Stricter Enforcement
Orissa,Gajapati,8,0,0,8,1,0,64,66,16250,0.488549618,0.511450382,0.955223881,0,0,7111.111111,1805.555556,0.038785047,0.320560748,-0.281775701,Stricter Enforcement
Orissa,Ganjam,354,48,0,402,0.880597015,0.119402985,4254,7011,28022.38806,0.377596307,0.622403693,0.606674273,0.135211268,3788.942611,10555.83127,69.53446169,0.338317757,0.571028037,-0.23271028,Stricter Enforcement
Orissa,Jagatsinghapur,31,4,0,35,0.885714286,0.114285714,81,227,8800,0.262135922,0.737864078,0.355263158,0.125,1100,2250,244.4444444,0.111214953,0.862616822,-0.751401869,Stricter Enforcement
Orissa,Jajapur,93,18,0,111,0.837837838,0.162162162,484,759,11198.1982,0.389067524,0.610932476,0.636842105,0.191489362,2144.335825,4321.428571,99.98391248,0.187850467,0.548598131,-0.360747664,Stricter Enforcement
Orissa,Jharsuguda,25,0,0,25,1,0,115,67,7280,0.628415301,0.371584699,1.691176471,0,0,4423.076923,280,0.038785047,0.134579439,-0.095794393,Stricter Enforcement
Orissa,Kalahandi,11,0,0,11,1,0,18,14,2909.090909,0.545454545,0.454545455,1.2,0,0,1500,242.4242424,0.038785047,0.219626168,-0.180841121,Stricter Enforcement
Orissa,Kandhamal,30,2,0,32,0.9375,0.0625,273,226,15593.75,0.546,0.454,1.202643172,0.064516129,1006.048387,8272.727273,472.5378788,0.106542056,0.218691589,-0.112149533,Stricter Enforcement
Orissa,Kendrapara,49,4,0,53,0.924528302,0.075471698,239,238,9000,0.5,0.5,1,0.08,720,4425.925926,166.6666667,0.095327103,0.290186916,-0.194859813,Stricter Enforcement
Orissa,Kendrapara *,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Orissa,Kendujhar,39,10,0,49,0.795918367,0.204081633,373,289,13510.20408,0.562594268,0.437405732,1.286206897,0.25,3377.55102,7460,270.2040816,0.304672897,0.199065421,0.105607477,Proactive Correction
Orissa,Khorda,1,1,0,2,0.5,0.5,5,4,4500,0.5,0.5,1,0.5,2250,1666.666667,1500,0.2,0.290186916,-0.090186916,Stricter Enforcement
Orissa,Khordha,629,97,0,726,0.866391185,0.133608815,4048,13629,24348.48485,0.228985179,0.771014821,0.29699193,0.153968254,3748.893699,5568.088033,33.49172606,0.334579439,0.917757009,-0.58317757,Stricter Enforcement
Orissa,Koraput,94,25,0,119,0.789915966,0.210084034,830,1229,17302.52101,0.402912621,0.597087379,0.674796748,0.263157895,4553.295002,6916.666667,144.1876751,0.397196262,0.514953271,-0.117757009,Stricter Enforcement
Orissa,Malkangiri,40,7,0,47,0.85106383,0.14893617,218,221,9340.425532,0.495454545,0.504545455,0.981981982,0.170731707,1594.706798,4541.666667,194.5921986,0.142056075,0.301869159,-0.159813084,Stricter Enforcement
Orissa,Mayurbhanj,31,1,0,32,0.96875,0.03125,50,67,3656.25,0.423728814,0.576271186,0.735294118,0.03125,114.2578125,1515.151515,110.7954545,0.081308411,0.465420561,-0.38411215,Stricter Enforcement
Orissa,Nabarangapur,1,2,0,3,0.333333333,0.666666667,14,11,8333.333333,0.538461538,0.461538462,1.166666667,1,8333.333333,3500,2083.333333,0.64953271,0.229439252,0.420093458,Proactive Correction
Orissa,Nayagarh,92,12,0,104,0.884615385,0.115384615,617,1188,17355.76923,0.341638981,0.658361019,0.518923465,0.129032258,2239.454094,5876.190476,165.2930403,0.198130841,0.657943925,-0.459813084,Stricter Enforcement
Orissa,Nuapada,2,0,0,2,1,0,2,2,2000,0.4,0.6,0.666666667,0,0,666.6666667,666.6666667,0.038785047,0.523831776,-0.485046729,Stricter Enforcement
Orissa,Puri,194,26,0,220,0.881818182,0.118181818,2026,3442,24854.54545,0.370451636,0.629548364,0.588440314,0.133333333,3313.939394,9167.420814,112.4640066,0.298130841,0.588785047,-0.290654206,Stricter Enforcement
Orissa,Rayagada,146,35,0,181,0.806629834,0.193370166,898,1428,12850.82873,0.385904598,0.614095402,0.628411477,0.238095238,3059.721126,4934.065934,70.60894906,0.280373832,0.554205607,-0.273831776,Stricter Enforcement
Orissa,Sambalpur,21,4,0,25,0.84,0.16,242,132,14960,0.645333333,0.354666667,1.819548872,0.181818182,2720,9307.692308,575.3846154,0.241121495,0.120560748,0.120560748,Proactive Correction
Orissa,Sonapur,22,0,0,22,1,0,104,70,7909.090909,0.594285714,0.405714286,1.464788732,0,0,4521.73913,343.8735178,0.038785047,0.160747664,-0.121962617,Stricter Enforcement
Orissa,Subarnapur,6,0,0,6,1,0,51,30,13500,0.62195122,0.37804878,1.64516129,0,0,7285.714286,1928.571429,0.038785047,0.140186916,-0.101401869,Stricter Enforcement
Orissa,Sundargarh,121,18,0,139,0.870503597,0.129496403,636,1156,12892.08633,0.354712772,0.645287228,0.549697494,0.147540984,1902.111098,4542.857143,92.08633094,0.163551402,0.628037383,-0.464485981,Stricter Enforcement
Orissa,Sundergarh,0,1,0,1,0,1,1,2,3000,0.25,0.75,0.333333333,1,3000,500,1500,0.276635514,0.878504673,-0.601869159,Stricter Enforcement
Pondicherry,Karaikal,154,8,0,162,0.950617284,0.049382716,904,2733,22450.61728,0.24848818,0.75151182,0.330651061,0.051612903,1158.741537,5546.01227,137.7338484,0.114953271,0.88317757,-0.768224299,Stricter Enforcement
Pondicherry,Pondicherry,1015,69,0,1084,0.936346863,0.063653137,6327,24718,28639.29889,0.20379437,0.79620563,0.255956956,0.067913386,1944.991756,5831.336406,26.39566718,0.168224299,0.934579439,-0.76635514,Stricter Enforcement
Pondicherry,Yanam,24,2,0,26,0.923076923,0.076923077,228,122,13461.53846,0.64957265,0.35042735,1.853658537,0.08,1076.923077,8444.444444,498.5754986,0.108411215,0.118691589,-0.010280374,Stricter Enforcement
Puducherry,Karaikal,363,30,12,405,0.896296296,0.074074074,5418,13513,46743.20988,0.286182126,0.713817874,0.400917567,0.082417582,3852.462352,13344.82759,115.1310588,0.347663551,0.807476636,-0.459813084,Stricter Enforcement
Puducherry,Pondicherry,3,0,0,3,1,0,27,53,26666.66667,0.333333333,0.666666667,0.5,0,0,6750,6666.666667,0.038785047,0.68411215,-0.645327103,Stricter Enforcement
Puducherry,Puducherry,1213,85,32,1330,0.912030075,0.063909774,19774,28654,36412.03008,0.408309071,0.591690929,0.690071541,0.070016474,2549.441974,14856.49887,27.35689713,0.222429907,0.504672897,-0.282242991,Stricter Enforcement
Puducherry,Yanam,6,1,0,7,0.857142857,0.142857143,85,101,26571.42857,0.454545455,0.545454545,0.833333333,0.142857143,3795.918367,10625,3321.428571,0.340186916,0.393925234,-0.053738318,Stricter Enforcement
Punjab,Amritsar,7633,1775,247,9655,0.790574832,0.183842569,99075,155008,26316.20922,0.389930102,0.610069898,0.639156436,0.232512444,6118.846131,10260.45982,2.72537378,0.508411215,0.544859813,-0.036448598,Stricter Enforcement
Punjab,Barnala,926,79,8,1013,0.914116486,0.07798618,13504,35539,48413.6229,0.275344589,0.724655411,0.379966235,0.085221143,4125.864303,13317.55424,47.74519024,0.369158879,0.83364486,-0.464485981,Stricter Enforcement
Punjab,Bathinda,2388,298,18,2704,0.883136095,0.110207101,37420,96740,49615.38462,0.278918613,0.721081387,0.386806008,0.124738384,6188.942911,13833.6414,18.34210152,0.512149533,0.824299065,-0.312149533,Stricter Enforcement
Punjab,Faridkot,793,99,10,902,0.879157428,0.109756098,14722,39412,60015.52106,0.271949755,0.728050245,0.373531576,0.124685139,7483.043558,16303.433,66.46237106,0.598130841,0.842056075,-0.243925234,Stricter Enforcement
Punjab,Fatehgarh Sahib,891,144,13,1048,0.85019084,0.13740458,15346,37399,50329.19847,0.290941493,0.709058507,0.410320856,0.161434978,8124.893027,14629.17064,47.97826356,0.634579439,0.793457944,-0.158878505,Stricter Enforcement
Punjab,Fazilka,1630,271,10,1911,0.852956567,0.14181057,31662,61395,48695.44741,0.340239421,0.659760579,0.515701349,0.166155733,8091.027743,16559.62343,25.46833024,0.631775701,0.659813084,-0.028037383,Stricter Enforcement
Punjab,Ferozepur,1262,114,5,1381,0.913830558,0.082548878,28195,55330,60481.53512,0.337559562,0.662440438,0.509569681,0.090261283,5459.140937,20401.5919,43.7637736,0.474766355,0.668224299,-0.193457944,Stricter Enforcement
Punjab,Firozpur,347,48,0,395,0.878481013,0.121518987,6524,11480,45579.74684,0.362343793,0.637656207,0.568243184,0.137931034,6286.861632,16474.74747,115.1003708,0.51682243,0.61588785,-0.099065421,Stricter Enforcement
Punjab,Gurdaspur,4436,558,126,5120,0.86640625,0.108984375,71972,119235,37345.11719,0.376406845,0.623593155,0.603609648,0.125760649,4696.546178,14054.28627,7.292543876,0.411214953,0.574766355,-0.163551402,Stricter Enforcement
Punjab,Hoshiarpur,3515,401,218,4134,0.850266086,0.097000484,46549,92764,33699.32269,0.334130095,0.665869905,0.501794858,0.114050057,3843.40967,11257.3156,8.149775741,0.345794393,0.680373832,-0.334579439,Stricter Enforcement
Punjab,Jalandhar,3314,732,72,4118,0.804759592,0.177756192,51131,141270,46721.9524,0.265750876,0.734249124,0.361935571,0.22081448,10316.88361,12413.44987,11.34303287,0.723364486,0.855140187,-0.131775701,Stricter Enforcement
Punjab,Kapurthala,2067,446,1213,3726,0.554750403,0.11969941,13872,54103,18243.42458,0.204072025,0.795927975,0.256395091,0.215667311,3934.510331,3722.028441,4.894935493,0.354205607,0.93364486,-0.579439252,Stricter Enforcement
Punjab,Ludhiana,12209,4573,832,17614,0.693141819,0.259623027,119703,190927,17635.40366,0.385354327,0.614645673,0.626953616,0.374529075,6604.97141,6795.515186,1.001158311,0.546728972,0.557009346,-0.010280374,Stricter Enforcement
Punjab,Malerkotla,711,146,8,865,0.821965318,0.168786127,15099,13787,33394.21965,0.522691868,0.477308132,1.095082681,0.20505618,6847.691109,17435.33487,38.56145456,0.563551402,0.253271028,0.310280374,Proactive Correction
Punjab,Mansa,998,107,19,1124,0.887900356,0.09519573,23555,59039,73482.20641,0.285186755,0.714813245,0.398966802,0.107107107,7870.466552,20937.77778,65.31751681,0.619626168,0.811214953,-0.191588785,Stricter Enforcement
Punjab,Moga,1335,159,41,1535,0.86970684,0.103583062,24046,61344,55628.6645,0.281598763,0.718401237,0.391979786,0.119011976,6620.477286,15654.94792,36.21657845,0.547663551,0.821495327,-0.273831776,Stricter Enforcement
Punjab,Muktsar,306,28,0,334,0.916167665,0.083832335,3551,8879,37215.56886,0.285656826,0.714343174,0.399887387,0.091205212,3394.253838,10600,111.0912503,0.309345794,0.808411215,-0.499065421,Stricter Enforcement
Punjab,Nawanshahr,169,23,0,192,0.880208333,0.119791667,2958,4189,37223.95833,0.413822048,0.586177952,0.705966587,0.135294118,5036.182598,15326.42487,192.8702504,0.442990654,0.488785047,-0.045794393,Stricter Enforcement
Punjab,Pathankot,1033,67,15,1115,0.926457399,0.060089686,14496,26596,36853.81166,0.352760811,0.647239189,0.545023875,0.064796905,2388.012941,12989.24731,33.02312873,0.211214953,0.63364486,-0.422429907,Stricter Enforcement
Punjab,Patiala,4298,769,83,5150,0.834563107,0.149320388,89052,119311,40458.83495,0.427386689,0.572613311,0.746379241,0.178878809,7237.228211,17288.29354,7.854559299,0.588785047,0.458878505,0.129906542,Proactive Correction
Punjab,Rupnagar,1140,93,13,1246,0.914927769,0.074638844,13705,45453,47478.33066,0.231663821,0.768336179,0.301513618,0.08150745,3869.837643,10990.3769,38.07404223,0.34953271,0.913084112,-0.563551402,Stricter Enforcement
Punjab,S.A.S Nagar,493,164,48,705,0.69929078,0.232624113,0,0,0,0,1,0,0.331983806,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Punjab,S.A.S Nagar(Mohali),241,36,0,277,0.870036101,0.129963899,2321,2735,18252.70758,0.458967767,0.541032233,0.848318713,0.148760331,2715.278814,8348.920863,65.65722152,0.240186916,0.38411215,-0.143925234,Stricter Enforcement
Punjab,SAS Nagar (Mohali),2398,493,62,2953,0.812055537,0.166948866,58072,57841,39252.62445,0.500992115,0.499007885,1.003976349,0.205502293,8066.504316,19658.76777,13.28795682,0.630841121,0.286915888,0.343925234,Proactive Correction
Punjab,Sangrur,2087,203,39,2329,0.896092744,0.087161872,29915,82470,48254.61571,0.266180841,0.733819159,0.362733567,0.097222222,4691.420972,12839.05579,20.7101355,0.410280374,0.853271028,-0.442990654,Stricter Enforcement
Punjab,Shaheed Bhagat Singh Nagar,801,101,44,946,0.846723044,0.106765328,6344,30500,38947.14588,0.172180757,0.827819243,0.207993181,0.125935162,4904.815129,6699.04963,41.12686999,0.428037383,0.955140187,-0.527102804,Stricter Enforcement
Punjab,Sri Muktsar Sahib,1157,150,8,1315,0.879847909,0.114068441,21691,56223,59250.19011,0.278393121,0.721606879,0.385796101,0.129533679,7674.895092,16482.5228,45.02294082,0.610280374,0.827102804,-0.21682243,Stricter Enforcement
